seqCorp,法人コード,法人の名称,法人の名称フリガナ,法人区分,行政庁,法人番号(JCN),郵便番号,主たる事務所の住所,代表電話番号,代表者の氏名,ホームページアドレス,事業年度,事業の種類,事業の概要,税額控除に係る証明
6679,A002856,公益財団法人京都私学振興会,コウエキザイダンホウジンキョウトシガクシンコウカイ,公益財団法人,京都府,7130005012830,600-8424,京都府京都市下京区室町通高辻上る山王町561番地,075-344-6201,藤林 昭一,http://www.kyt-shigakushinkoukai.jp,04月01日~03月31日,"障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業、
児童又は青少年の健全な育成を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業",京都府内の私学教育の充実に寄与する諸事業を行っている。,
6681,A010942,公益財団法人秋月財団,コウエキザイダンホウジンアキヅキザイダン,公益財団法人,福岡県,4290005007280,807-0831,福岡県北九州市八幡西区則松一丁目7番10号,093-691-2731,荒岡 利文,,04月01日~03月31日,"文化及び芸術の振興を目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業","●美術館事業
高取焼を中心とした美術工芸資料の収集保管及び普及。
●国際部事業
中小企業の技術移転、伝承の為の諸外国との人材交流。",
6682,A002671,公益財団法人宮城県腎臓協会,コウエキザイダンホウジンミヤギケンジンゾウキョウカイ,公益財団法人,宮城県,3370605000652,985-0841,宮城県多賀城市鶴ケ谷1丁目4番1号,022-361-3696,伊藤 貞嘉,http://www.miyajin.or.jp/,04月01日~03月31日,公衆衛生の向上を目的とする事業,公益財団法人宮城県腎臓協会_kana,税額控除に係る証明書(公益財団法人宮城県腎臓協会)
6685,A002087,公益財団法人国連大学協力会,コウエキザイダンホウジンコクレンダイガクキョウリョクカイ,公益財団法人,内閣府,7011005002973,150-8925,東京都渋谷区神宮前5丁目53番70号,03-5467-1368,小宮山 宏,http://www.jfunu.jp/,01月01日~12月31日,"学術及び科学技術の振興を目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業、
地球環境の保全又は自然環境の保護及び整備を目的とする事業",人類の生存や福祉、発展に関わる緊急で地球的な課題解決のために、それを目指して行う国連大学の教育・研究活動に対する助成等を行い、国連大学(本部:東京)の発展に寄与する。,【証明】公益財団法人国連大学協力会(税額控除)
6686,A010231,公益財団法人大田原市農業公社,コウエキザイダンホウジンオオタワラシノウギョウコウシャ,公益財団法人,栃木県,8060005004314,324-0041,栃木県大田原市本町1丁目3番1号,0287-23-4834,相馬憲一,http://www.ohtawara-agri.jp,04月01日~03月31日,"教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
国土の利用、整備又は保全を目的とする事業、
地域社会の健全な発展を目的とする事業、
国民生活に不可欠な物資、エネルギー等の安定供給の確保を目的とする事業、
一般消費者の利益の擁護又は増進を目的とする事業",本公社は、大田原市において農地の流動化に関する事業、その他農業構造の改善に資するための事業を行うことにより、農業の生産性の向上を図り、もって農業の振興に寄与することを目的とする。,
6691,A002324,公益財団法人日本ホスピス・緩和ケア研究振興財団,コウエキザイダンホウジンニホンホスピスカンワケアケンキュウシンコウザイダン,公益財団法人,内閣府,4120005014533,530-0013,大阪府大阪市北区茶屋町2番30号,06-6375-7255,柏木 哲夫,http://www.hospat.org/,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
公衆衛生の向上を目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業、
地域社会の健全な発展を目的とする事業",ホスピス・緩和ケアの分野における調査・研究、研修ｾﾐﾅｰ等による人材養成、ホスピス・緩和ケアの普及・向上のための広報、ホスピス及び緩和ケアの普及・向上のための国際交流活動事業(助成事業を含む),【証明】公益財団法人日本ホスピス・緩和ケア研究振興財団[税額控除]
6695,A010821,公益財団法人コーセーコスメトロジー研究財団,コウエキザイダンホウジンコーセーコスメトロジーケンキュウザイダン,公益財団法人,内閣府,1010005017673,103-0028,東京都中央区八重洲一丁目5番17号八重洲香川ビルディング,03-6860-2190,小林 一俊,https://www.kose-cosmetology.or.jp,04月01日~03月31日,学術及び科学技術の振興を目的とする事業,コスメトロジー(化粧品学)の進歩・発展に寄与する調査研究への助成並びに研究者の海外派遣及び海外研究者の招聘費用の助成。コスメトロジー関連シンポジウム等の開催助成。コスメトロジー関連資料の収集及び普及。,
6696,A002889,公益財団法人三島山福祉会,コウエキザイダンホウイン ミシマヤマフクシカイ,公益財団法人,高知県,9490005004583,782-0054,高知県香美市土佐山田町植237番地,0887-52-5861,前田 ひろこ,,04月01日~03月31日,公衆衛生の向上を目的とする事業,墓地用地の取得及び造成管理を行う。,
6726,A019322,公益財団法人江津市教育文化財団,コウエキザイダンホウジンゴウツシキョウイクブンカザイダン,公益財団法人,島根県,2280005004470,695-0011,島根県江津市江津町1110番地17,0855-52-2155,小笠原 隆,http://www.gotsu-zaidan.org,04月01日~03月31日,"文化及び芸術の振興を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業",教育、文化、スポーツの振興と増進を図り、もって市民福祉の増進に寄与することを目的とする各種講演会、展示会、教室の開催及び活動の支援・協働、機会の提供、施設の管理運営等の事業。,
6730,A010624,公益財団法人北原白秋生家記念財団,コウエキザイダンホウジンキタハラハクシュウセイカキネンザイダン,公益財団法人,福岡県,9290005013753,832-0065,福岡県柳川市沖端町石場55番地の1,0944-73-8940,橋本 秀博,http://www.hakushu.or.jp/,04月01日~03月31日,文化及び芸術の振興を目的とする事業,福岡県文化財指定史跡である「北原白秋生家」の維持・保存・一般公開、及び北原白秋関連作品等の収集・一般公開、並びに各行事の実施によって北原白秋の功績を顕彰することで、日本文化・文学の向上に貢献する。,
6749,A019188,公益財団法人筑紫奨学会,コウエキザイダンホウジンチクシショウガクカイ,公益財団法人,福岡県,2290005000898,810-0022,福岡県福岡市中央区薬院1丁目14番5号MG薬院ビル7F株式会社トーハン九州支店内,092-406-5210,田仲幹弘,http://chikushishougakukai.or.jp,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
児童又は青少年の健全な育成を目的とする事業",学資金の給与,
6751,A010966,公益財団法人しぶや美術館,シブヤビジュツカン,公益財団法人,広島県,6240005012572,720-0056,広島県福山市本町8番27号,084-925-2113,澁谷 誠,https://vessel-group.co.jp/shibuya-museum/,04月01日~03月31日,文化及び芸術の振興を目的とする事業,美術館,
6756,A010890,公益財団法人栗原奨学財団,コウエキザイダンホウジンクリハラショウガクザイダン,公益財団法人,神奈川県,4020005010253,236-0002,神奈川県横浜市金沢区鳥浜町17番4協和合金株式会社内,045-772-1331,高島 眞澄,,04月01日~03月31日,児童又は青少年の健全な育成を目的とする事業,神奈川県に在住し、神奈川県下の大学、又は高等学校学ぶ生徒で学業優秀、品行方正、身体強健でありながら経済的理由で就学が困難な者に対して、奨学援助を行い、社会有用な人材を育成する,
6758,A010505,公益財団法人アイメイト協会,コウエキザイダンホウジンアイメイトキョウカイ,公益財団法人,内閣府,9011605001662,177-0051,東京都練馬区関町北5丁目8番7号,03-3920-6162,塩屋 隆男,http://www.eyemate.org/,04月01日~03月31日,障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業,盲導犬国産1号を完成した当協会は視覚障害者の福祉増進を最大目的としている。主な事業はアイメイト(盲導犬)の育成訓練、視覚障害者の歩行・日常生活指導、歩行指導員の養成、盲導犬に関する社会啓発です。,
6759,A002469,公益財団法人黒川古文化研究所,コウエキザイダンホウジンクロカワコブンカケンキュウショ,公益財団法人,兵庫県,3140005016628,662-0081,兵庫県西宮市苦楽園三番町14番50号,0798-71-1205,木村 陽一,http://www.kurokawa-institute.or.jp/,04月01日~03月31日,文化及び芸術の振興を目的とする事業,黒川家が三代にわたって集めた東洋・日本の優れた古美術品、考古資料等を整理保存し、調査研究に努めるとともに、その成果を刊行物・公開展示・講演会により広く一般に公開する。,
6760,A019887,公益財団法人名古屋港緑地保全協会,コウエキザイダンホウジンナゴヤコウリョクチホゼンキョウカイ,公益財団法人,愛知県,1180005007071,455-0013,愛知県名古屋市港区港陽1丁目1番69号,052-659-0880,福田 健一,http://www.npgpa.jp,04月01日~03月31日,"教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
地球環境の保全又は自然環境の保護及び整備を目的とする事業",豊かで快適な港湾環境を創出するため、緑化に関する調査研究並びに管理している緑地及び運動施設を活用して、緑にふれあう機会と場及びレクリエーションの機会と場を提供する事業,
6765,A002720,公益財団法人山形県産業技術振興機構,コウエキザイダンホウジンヤマガタケンサンギョウギジュツシンコウキコウ,公益財団法人,山形県,6390005000380,990-2473,山形県山形市松栄2丁目2番1号山形県高度技術研究開発センター内,023-647-3130,木村 和浩,http://www.ypoint.jp/,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業",産学官連携創造サイクルの創生、先端技術に関わる研究開発プロジェクトの推進、先導的な研究開発の支援と技術支援基盤の整備等により、県内企業の市場競争力を強化し、本県産業の自立的発展に貢献する事業を行う,
6768,A010611,公益財団法人にんにくネットワーク,コウエキザイダンホウジンニンニクネットワーク,公益財団法人,青森県,3420005006757,039-0201,青森県三戸郡田子町大字田子字天神堂向22番地9,0179-20-7229,山本晴美,,04月01日~03月31日,地域社会の健全な発展を目的とする事業,田子町の地域情報化を推進し、文化及び産業の健全な育成・発展、生活の質及び住民福祉の向上並びに国際感覚の涵養に寄与することを目的として、地域に密着した情報の発信、収集、保存等の事業を行う。,
6772,A019963,公益財団法人小千谷奨学会,コウエキザイダンホウジンオヂヤショウガクカイ,公益財団法人,新潟県,2110005012754,947-8501,新潟県小千谷市城内二丁目7番5号,0258-83-3519,船岡 芳英,,04月01日~03月31日,"児童又は青少年の健全な育成を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業",向上心に富む学業成績優秀青少年であって、経済的理由のため就学困難な者に援助を与え、社会有為な人材を養成することを目的とし、奨学金の貸与、学生寮の設置及び管理運営等の事業を行う。,
6773,A010157,公益財団法人川崎市市民自治財団,コウエキザイダンホウジン カワサキシシミンジチザイダン,公益財団法人,神奈川県,9020005010257,211-0063,神奈川県川崎市中原区小杉町3丁目600番,044-733-1232,持田 和夫,https://www.jichizaidan.or.jp/,04月01日~03月31日,地域社会の健全な発展を目的とする事業,"【事業】
(1)町内会・自治会会館など地域自治施設のために寄付を受けた土地及び会館の受け入れと貸付
(2)市民自治活動振興のための研修会・講演会の開催及び調査研究
(3)市民自治活動に関する情報及び資料の提供並びに相談
(4)川崎市総合自治会館の管理運営
(5)その他目的を達成するために必要な事業",
6776,A010534,公益財団法人島根県消防協会,コウエキザイダンホウジンシマネケンショウボウキョウカイ,公益財団法人,島根県,3280005006524,690-0011,島根県松江市東津田町1741番地3,0852-21-2166,松浦 嘉昭,http://fish.miracle.ne.jp/mukasai/,04月01日~03月31日,事故又は災害の防止を目的とする事業,消防大会、消防操法大会、各種研修の実施及び消防防災活動への助成等を行うことにより、消防思想の普及徹底、消防知識・技能の向上、消防防災活動の強化を図っている。,
6779,A002595,公益財団法人練馬区環境まちづくり公社,コウエキザイダンホウジンネリマクカンキョウマチヅクリコウシャ,公益財団法人,東京都,4011605001725,176-0012,東京都練馬区豊玉北5丁目29番8号,03-3993-8011,小西 將雄,http://www.nkm.or.jp/,04月01日~03月31日,"公衆衛生の向上を目的とする事業、
事故又は災害の防止を目的とする事業、
男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業、
地球環境の保全又は自然環境の保護及び整備を目的とする事業、
国土の利用、整備又は保全を目的とする事業、
地域社会の健全な発展を目的とする事業",地域社会の健全な発展と住民福祉の向上に貢献するため、練馬区が基本構想に掲げる、環境と共生する快適なまちづくりを進めるため、環境とまちづくりに関する事業を行っている。,
6786,A019884,公益財団法人日本道路交通情報センター,コウエキザイダンホウジンニホンドウロコウツウジョウホウセンター,公益財団法人,内閣府,2010005004175,102-0072,東京都千代田区飯田橋1丁目5番10号教販九段ビル8階,03-3264-0241,三浦 正充,https://www.jartic.or.jp/,04月01日~03月31日,事故又は災害の防止を目的とする事業,道路及び道路交通に関する情報の収集及び提供並びに調査研究,
6789,A002289,公益財団法人尼崎市スポーツ振興事業団,コウエキザイダンホウジンアマアサキシスポーツシンコウジギョウダン,公益財団法人,兵庫県,7140005011880,660-0805,兵庫県尼崎市西長洲町1丁目4番1号,06-6489-2027,福井 進,http://www.aspf.or.jp/,04月01日~03月31日,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業,住民の心身の健全な発達と、明るく豊かな地域社会の発展に寄与することを目的として、社会体育施設等の管理運営やスポーツ教室等開催事業を行うなど、広く体育・スポーツの振興を図る。,
6792,A002004,公益財団法人日本センチュリー交響楽団,コウエキザイダンホウジン ニホンセンチュリーコウキョウガクダン,公益財団法人,内閣府,6120905004557,561-0885,大阪府豊中市岡町1番1号きたしん豊中ビル6階,06-6848-3333,桜井 博志,http://www.jcso.or.jp,04月01日~03月31日,地域社会の健全な発展を目的とする事業,交響管弦楽により音楽活動および芸術文化活動に関する普及向上のための事業を行い、我が国の芸術、文化と教育の振興に寄与することを目的とした活動を行う。,【証明】公益財団法人日本センチュリー交響楽団〔税額控除〕
6794,A002082,公益財団法人みらい芸術・文化基金,コウエキザイダンホウジンミライゲイジュツブンカキキン,公益財団法人,岐阜県,5200005006414,503-0201,岐阜県安八郡輪之内町楡俣2686番地1,0584-68-2030,山田雅裕,http://www.mirai-geibunkikin.jp/,03月21日~03月20日,文化及び芸術の振興を目的とする事業,岐阜県の芸術・文化の向上に寄与すると認められる活動を行う個人(団体)に対し、経済的援助(助成金交付)などを実施し、県内の芸術・文化の振興、普及および発展に努める。,
6802,A010376,公益財団法人毎日新聞西部社会事業団,コウエキザイダンホウジンマイニチシンブンセイブシャカイジギョウダン,公益財団法人,内閣府,4290805008197,802-0081,福岡県北九州市小倉北区紺屋町13番1号毎日新聞西部本社内,093-551-6675,高添 博之,http://www.mainichiseibu-shakaijigyo.biz/,04月01日~03月31日,"障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業、
高齢者の福祉の増進を目的とする事業、
公衆衛生の向上を目的とする事業、
児童又は青少年の健全な育成を目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業",社会福祉事業,【証明】公益財団法人毎日新聞西部社会事業団〔税額控除〕
6803,A019174,公益財団法人溶接接合工学振興会,コウエキザイダンホウジンヨウセツセツゴウコウガクシンコウカイ,公益財団法人,内閣府,1010705000094,101-0025,東京都千代田区神田佐久間町4-20,03-5823-5887,宮田 隆司,http://www.yokoshin.or.jp/,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
勤労意欲のある者に対する就労の支援を目的とする事業",溶接接合工学研究者・技術者の顕彰及び研究者・技術者の交流事業、溶接接合に係る教育支援事業を実施し、溶接接合工学の振興並びに若年溶接技術者の育成発展に寄与することを目的とする。,
6807,A002782,公益財団法人名古屋YMCA,コウエキザイダンホウジンナゴヤワイエムシーエー,公益財団法人,愛知県,6180005004898,464-0848,愛知県名古屋市千種区春岡1丁目2番7号第一富士ビル1F,052-757-3331,川本 龍資,http://nagoyaymca.com,04月01日~03月31日,"児童又は青少年の健全な育成を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業","青少年をはじめとする全ての人々の全人的な成長と健全な向上を図り、奉仕の精神を養うに資する
事業を行い、世界の平和と福祉社会の実現に寄与する。",証明書(名古屋YMCA)
6811,A002459,公益財団法人鉄道総合技術研究所,コウエキザイダンホウジンテツドウソウゴウギジュツケンキュウショ,公益財団法人,内閣府,3012405002559,185-8540,東京都国分寺市光町二丁目8番地38,042-573-7212,向殿 政男,https://www.rtri.or.jp/,04月01日~03月31日,学術及び科学技術の振興を目的とする事業,鉄道技術及び鉄道労働科学に関する基礎から応用にわたる総合的な研究開発、調査等を行い、鉄道の発展と技術・文化の向上に寄与している。,
6812,A019895,公益財団法人丸山奨学会,コウエキザイダンホウジンマルヤマショウガクカイ,公益財団法人,長野県,4100005004593,386-0405,長野県上田市中丸子1771番地1,0268-43-4093,丸山 和敏,https://shogakukai.maruyamakai.jp,04月01日~03月31日,学術及び科学技術の振興を目的とする事業,奨学資金の貸与または給付,
6813,A002262,公益財団法人北九州活性化協議会,コウエキザイダンホウジンキタキュウシュウカッセイカキョウギカイ,公益財団法人,福岡県,2290805006129,802-0082,福岡県北九州市小倉北区古船場町1-35北九州市立商工貿易会館6階,093-541-3122,田園 直樹,http://www.kpec.or.jp,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
文化及び芸術の振興を目的とする事業、
勤労意欲のある者に対する就労の支援を目的とする事業、
児童又は青少年の健全な育成を目的とする事業、
地球環境の保全又は自然環境の保護及び整備を目的とする事業、
地域社会の健全な発展を目的とする事業",北九州市地域の活性化を目的として、若者から高齢者まで誰もが住みたくなるまちづくりを目指し、環境、人材育成、イノベーションと産学連携、都市格向上等に関する取り組みを推進している。,証明書
6814,A010930,公益財団法人利賀文化会議,コウエキザイダンホウジントガブンカカイギ,公益財団法人,内閣府,9230005007802,939-2513,富山県南砺市利賀村上百瀬字東山43,0763-68-2356,鈴木 忠志,http://www.jpaf.or.jp/,04月01日~03月31日,文化及び芸術の振興を目的とする事業,アジアを中心とした国際舞台芸術祭の開催、国際共同制作、次代を担う専門家の育成、地域間ネットワークの構築、分野を超えた専門家による討議、講座などを通して、優れた舞台の創造上演、人材育成、研究調査を行う。,
6820,A002553,公益財団法人高柳健次郎財団,コウエキザイダンホウジンタカヤナギケンジロウザイダン,公益財団法人,内閣府,1010005015215,102-0082,東京都千代田区一番町4番地5ニューライフ一番町309,03-3239-1207,末松 安晴,https://takayanagi.or.jp,04月01日~03月31日,学術及び科学技術の振興を目的とする事業,科学技術の分野で独創的な研究開発に取り組む若手研究者へ研究助成金を贈呈、顕著な業績を挙げ社会に貢献した者を表彰(高柳健次郎賞)する。科学技術の啓蒙のために、優れた科学放送番組を表彰する。,
6823,A019212,公益財団法人アジア学生文化協会,コウエキザイダンホウジンアジアガクセイブンカキョウカイ,公益財団法人,内閣府,9010005000003,113-8642,東京都文京区本駒込2丁目12番13号,03-3946-4121,白石 勝己,http://www.abk.or.jp,04月01日~03月31日,国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業,"学生寮運営、日本語教育、各国語講座、国際文化講座、広報誌発行、WEB並びに書籍によ
る日本留学情報提供、大学・奨学財団等からの業務受託、国際交流・地域団体等への事務
所賃貸など",【証明】公益財団法人アジア学生文化協会〔税額控除〕
6837,A010909,公益財団法人香川県環境保全公社,コウエキザイダンホウジンカガワケンカンキョウホゼンコウシャ,公益財団法人,香川県,5470005001289,760-0050,香川県高松市亀井町9番地10 県信ビル内,087-831-7773,木村 士郎,https://k-ecc.or.jp,04月01日~03月31日,地球環境の保全又は自然環境の保護及び整備を目的とする事業,環境保全に関する事業を総合的かつ横断的に推進することにより、環境への負荷の少ない持続的発展が可能な社会の実現に寄与する,
6838,A020624,公益財団法人神奈川県生活衛生営業指導センター,コウエキザイダンホウジンカナガワケンセイカツエイセイエイギョウシドウセンター,公益財団法人,神奈川県,3020005001311,231-0005,神奈川県横浜市中区本町3丁目24番地の2ニュー本町ビル内,045-212-1102,上野 好一,https://www.seiei-kanagawa.jp/,04月01日~03月31日,"公衆衛生の向上を目的とする事業、
一般消費者の利益の擁護又は増進を目的とする事業",神奈川県における生活衛生営業の経営の健全化及び振興を通じてその衛生水準の維持向上を図り、併せて利用者又は消費者の利益の擁護を図るための各種事業,
6840,A019307,公益財団法人静岡産業振興協会,コウエキザイダンホウジンシズオカサンギョウシンコウキョウカイ,公益財団法人,静岡県,8080005001409,422-8006,静岡県静岡市駿河区曲金3丁目1番10号,054-285-3111,加納弘敏,https://www.t-messe.or.jp/,04月01日~03月31日,"地域社会の健全な発展を目的とする事業、
公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業",地域の中小企業等の製品開発・技術の向上、人材育成、創業の促進及び経営基盤の強化を支援するとともに、静岡産業支援センターを用いた事業を行い、地域の産業経済の振興と地域社会の健全な発展に寄与する。,
6845,A019243,公益財団法人シキシマ学術・文化振興財団,コウエキザイダンホウジンシキシマガクジュツブンカシンコウザイダン,公益財団法人,愛知県,8180005004847,461-0011,愛知県名古屋市東区白壁5丁目3番地(敷島製パン株式会社内),052-933-2111,盛田 淳夫,http://www.pasconet.co.jp/company/activity/index.html,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
文化及び芸術の振興を目的とする事業",愛知県内の大学及び大学院に在籍している研究者に対して研究費及び研究成果の発表に要する経費を助成すること,
6852,A019033,公益財団法人日本ネイリスト検定試験センター,コウエキザイダンホウジンニホンネイリストケンテイシケンセンター,公益財団法人,内閣府,1010005013549,100-0014,東京都千代田区永田町二丁目13番10号プルデンシャルタワー7階,03-3519-6830,山東 昭子,http://www.nail-kentei.or.jp/,07月01日~06月30日,"文化及び芸術の振興を目的とする事業、
公衆衛生の向上を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
一般消費者の利益の擁護又は増進を目的とする事業","検定試験を通して、ネイルに関する正しい知識・技術及び豊かな感性を習得し、ネイルに
関するプロフェッショナル育成を図り、ネイル及びその関連文化の振興に寄与する事業",
6853,A010864,公益財団法人群馬交響楽団,コウエキザイダンホウジングンマコウキョウガクダン,公益財団法人,群馬県,8070005002465,370-0841,群馬県高崎市栄町9番1号,027-322-4316,理事長 山本 一太,https://www.gunkyo.com/,04月01日~03月31日,"文化及び芸術の振興を目的とする事業、
児童又は青少年の健全な育成を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業",交響楽の演奏活動等,
6861,A002508,公益財団法人サントリー芸術財団,コウエキザイダンホウジン サントリーゲイジュツザイダン,公益財団法人,内閣府,6010405008235,107-6019,東京都港区赤坂1丁目12-32アーク森ビル19階,03-3582-1355,堤剛 鳥井信吾,http://www.suntory.co.jp/culture/smf/index.html,04月01日~03月31日,文化及び芸術の振興を目的とする事業,"日本の音楽文化・美術文化の普及と発展に寄与するため「公演・展覧会等の開催」「出版
物刊行」「顕彰事業」「邦人作曲活動の奨励・援助」「洋楽普及振興活動への助成」「美
術館運営・管理」等を行う",
6863,A019195,公益財団法人静岡県消防協会,コウエキザイダンホウジンシズオカケンショウボウキョウカイ,公益財団法人,静岡県,4080005001420,420-0853,静岡県静岡市葵区追手町44番地の1静岡県産業経済会館7階,054-221-4119,松浦 文信,shizu-shoboukyokai@poppy.ocn.ne.jp,04月01日~03月31日,"事故又は災害の防止を目的とする事業、
男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業","「消防団員の消防防災に関する技術の向上」、「消防防災に関する指導、研修及び調査研究」、
「消防防災に関する思想の普及」、「消防団の組織強化」、「消防関係団体との協力連携」等",
6866,A019801,公益財団法人長濤会,コウエキザイダンホウジンチョウトウカイ,公益財団法人,岡山県,3260005007846,701-4501,岡山県瀬戸内市邑久町虫明6539番地所在国立療養所長島愛生園内,0869-25-0321,山本 典良,,04月01日~03月31日,"障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業、
人種、性別その他の事由による不当な差別又は偏見の防止及び根絶を目的とする事業",ハンセン病問題の歴史を広く啓発することを通じて、偏見差別のない社会の実現に努めるとともにハンセン病施設入所者の社会参加を支援する。,
6869,A002248,公益財団法人神戸YMCA,コウエキザイダンホウジン コウベワイエムシーエイ,公益財団法人,兵庫県,3140005005390,650-0001,兵庫県神戸市中央区加納町2丁目7番11号,078-241-7201,中道 基夫,http://www.kobeymca.org,04月01日~03月31日,"児童又は青少年の健全な育成を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業",青少年をはじめとするすべての人々の心身と人格の健全な向上を図り、奉仕の精神を養うに資する事業を行い、世界の平和と福祉社会の実現に寄与する。,【税額控除証明】神戸YMCA
6876,A019632,公益財団法人松山バレエ団,コウエキザイダンホウジンマツヤマバレエダン,公益財団法人,内閣府,1010405000808,107-0062,東京都港区南青山3丁目10番16号,03-3408-6640,清水哲太郎,http://www.matsuyama-ballet.com/,04月01日~03月31日,文化及び芸術の振興を目的とする事業,現代国際的バレエ芸術の普及向上と芸術関係者に係る育成研修の向上的実践を図るとともに、バレエに関する国際交流を推進し、もって我が国の芸術文化の発展に寄与する事業,
6878,A002144,公益財団法人舞鶴文化教育財団,コウエキザイダンホウジンマイヅルブンカキョウイクザイダン,公益財団法人,京都府,7130005012327,625-0061,京都府舞鶴市森町16番地11,0773-62-0577,髙橋 照,http://www.bisc.or.jr,04月01日~03月31日,"文化及び芸術の振興を目的とする事業、
児童又は青少年の健全な育成を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業",公益財団法人舞鶴文化教育財団_kana,
6881,A010245,公益財団法人高岡市荻布学生寮,コウエキザイダンホウジン タカオカシオギノガクセイリョウ,公益財団法人,東京都,2012405002741,184-0011,東京都小金井市東町1丁目3番16号,042-383-6457,河村 幹治,http://members3.jcom.home.ne.jp/ogino-jimu/index.html,04月01日~03月31日,児童又は青少年の健全な育成を目的とする事業,"本事業は、富山県高岡市出身者で、東京都において勉学する学生の教育を奨励・援助する事業。
優れた学生には低廉な費用で生活の場を提供することにより修学を援助し、寮の共同生活を通じて
社会性の涵養を目指す。",
6882,A019659,公益財団法人伏木富山港・海王丸財団,コウエキザイダンホウジンフシキトヤマコウカイオウマルザイダン,公益財団法人,富山県,2230005007957,934-0023,富山県射水市海王町8番地,0766-82-5181,蔵堀祐一,http://www.kaiwomaru.jp,04月01日~03月31日,"児童又は青少年の健全な育成を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
地球環境の保全又は自然環境の保護及び整備を目的とする事業、
地域社会の健全な発展を目的とする事業",伏木富山港の港湾施設等の管理運営を行うとともに、海域環境の保全や啓発宣伝に努め、併せて帆船海王丸の保存・公開などによる港の賑わいの確保、青少年の錬成及び海事思想の普及を図る。,
6885,A002318,公益財団法人草津市コミュニティ事業団,コウエキザイダンホウジン クサツシコミュニティジギョウダン,公益財団法人,滋賀県,5160005008729,525-0032,滋賀県草津市大路二丁目1番35号,077-565-0404,辻川 明宏,https://kusatsu.or.jp,04月01日~03月31日,"文化及び芸術の振興を目的とする事業、
高齢者の福祉の増進を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
地球環境の保全又は自然環境の保護及び整備を目的とする事業、
地域社会の健全な発展を目的とする事業",豊かで希望に満ちた市民生活の創造に寄与することを目的とした、コミュニティの健全な発展と協働のまちづくりに関する各種事業,
